Date,Category,Sales,Quantity,Profit,Region,Month,Profit Margin %
2023-06-19,Electronics,539.0429155,10,152.9143171,East,June,0.284
2023-06-19,Clothing,1165.442883,4,361.6857333,North,June,0.310
2023-06-19,Home Goods,1102.176765,13,245.1742696,North,June,0.222
2023-06-19,Sports,1186.365564,9,278.8863962,North,June,0.235
2023-06-19,Books,951.1361268,10,208.9746846,North,June,0.220
2023-06-20,Electronics,1427.338604,6,561.0897831,North,June,0.393
2023-06-20,Clothing,1209.287011,10,123.9470605,South,June,0.102
2023-06-20,Home Goods,1218.414659,15,216.406883,North,June,0.178
2023-06-20,Sports,903.1526609,9,209.0938344,East,June,0.232
2023-06-20,Books,1524.875171,9,263.2035553,West,June,0.173
2023-06-21,Electronics,1414.436224,13,180.223851,North,June,0.127
2023-06-21,Clothing,708.0653919,1,213.7376817,South,June,0.302
2023-06-21,Home Goods,436.7671344,16,87.31431943,South,June,0.200
2023-06-21,Sports,1149.905533,13,386.4037349,East,June,0.336
2023-06-21,Books,1141.600681,10,290.0616843,East,June,0.254
2023-06-22,Electronics,1046.301006,19,346.5587063,North,June,0.331
2023-06-22,Clothing,1513.581159,9,244.9961496,East,June,0.162
2023-06-22,Home Goods,484.6617713,1,178.6481836,North,June,0.369
2023-06-22,Sports,1085.460593,18,364.949336,North,June,0.336
2023-06-22,Books,1299.798913,6,296.718616,West,June,0.228
2023-06-23,Electronics,928.8769027,18,273.8298432,North,June,0.295
2023-06-23,Clothing,881.0692512,11,246.3942056,North,June,0.280
2023-06-23,Home Goods,1418.988544,4,393.1588688,East,June,0.277
2023-06-23,Sports,995.8486762,4,162.3321025,North,June,0.163
2023-06-23,Books,793.0816678,3,176.7789475,South,June,0.223
2023-06-24,Electronics,1221.187395,16,311.3140255,North,June,0.255
2023-06-24,Clothing,952.4149969,10,364.5457854,South,June,0.383
2023-06-24,Home Goods,1040.715577,19,138.5500059,North,June,0.133
2023-06-24,Sports,1049.473043,1,202.4874936,West,June,0.193
2023-06-24,Books,1560.884599,13,300.2185919,West,June,0.192
2023-06-25,Electronics,404.3013531,5,80.06087086,South,June,0.198
2023-06-25,Clothing,576.9576985,16,209.3755428,North,June,0.363
2023-06-25,Home Goods,765.8379705,9,94.42187335,North,June,0.123
2023-06-25,Sports,579.7978027,5,175.7264138,North,June,0.303
2023-06-25,Books,1004.299618,12,359.1669531,East,June,0.358
2023-06-26,Electronics,936.1575216,9,138.6539365,North,June,0.148
2023-06-26,Clothing,988.7878421,13,313.0292371,West,June,0.317
2023-06-26,Home Goods,874.7899559,17,281.8466904,North,June,0.322
2023-06-26,Sports,911.4730257,2,236.588067,West,June,0.260
2023-06-26,Books,626.2847871,1,127.4921591,South,June,0.204
2023-06-27,Electronics,1016.480233,11,324.9932882,East,June,0.320
2023-06-27,Clothing,787.1260436,19,131.2205166,North,June,0.167
2023-06-27,Home Goods,622.4485268,10,175.7332814,South,June,0.282
2023-06-27,Sports,847.4831886,19,170.091698,South,June,0.201
2023-06-27,Books,801.7773892,8,317.4028234,North,June,0.396
2023-06-28,Electronics,524.2050063,19,159.1976782,West,June,0.304
2023-06-28,Clothing,436.0226845,15,142.1775746,North,June,0.326
2023-06-28,Home Goods,209.2756783,1,60.56975474,West,June,0.289
2023-06-28,Sports,1001.012652,15,134.7547142,North,June,0.135
2023-06-28,Books,1227.298862,7,175.3228204,South,June,0.143
2023-06-29,Electronics,997.7453907,17,161.5106678,North,June,0.162
2023-06-29,Clothing,1224.726953,17,472.0497044,North,June,0.385
2023-06-29,Home Goods,1332.636515,17,377.6704951,East,June,0.283
2023-06-29,Sports,986.2899307,15,360.6723498,East,June,0.366
2023-06-29,Books,770.5024154,16,79.35684299,West,June,0.103
2023-06-30,Electronics,1315.328536,16,211.8085939,West,June,0.161
2023-06-30,Clothing,1246.227791,19,231.365472,East,June,0.186
2023-06-30,Home Goods,604.2258416,2,133.7578352,East,June,0.221
2023-06-30,Sports,939.1058088,3,97.67668158,South,June,0.104
2023-06-30,Books,1371.23144,19,252.6693986,South,June,0.184
2023-01-07,Electronics,862.8095035,8,313.376843,West,January,0.363
2023-01-07,Clothing,1171.56342,15,140.5517821,North,January,0.120
2023-01-07,Home Goods,775.3649234,17,94.77411593,South,January,0.122
2023-01-07,Sports,1087.795416,10,213.5871569,East,January,0.196
2023-01-07,Books,1002.39907,3,205.6483443,West,January,0.205
2023-02-07,Electronics,1463.82705,4,350.252176,West,February,0.239
2023-02-07,Clothing,1243.342978,11,369.2962957,East,February,0.297
2023-02-07,Home Goods,945.0418245,2,282.0999806,North,February,0.299
2023-02-07,Sports,1195.348438,9,121.4402803,West,February,0.102
2023-02-07,Books,1031.18165,9,283.6925872,North,February,0.275
2023-03-07,Electronics,826.2842356,16,268.9754303,East,March,0.326
2023-03-07,Clothing,1337.888968,3,403.1691506,West,March,0.301
2023-03-07,Home Goods,1231.976296,12,397.5291294,East,March,0.323
2023-03-07,Sports,630.5593754,6,204.9275972,North,March,0.325
2023-03-07,Books,1392.245257,16,456.1198678,East,March,0.328
2023-04-07,Electronics,1440.707019,10,394.2379881,South,April,0.274
2023-04-07,Clothing,892.6168506,10,171.4461271,North,April,0.192
2023-04-07,Home Goods,703.6507957,8,194.5956693,North,April,0.277
2023-04-07,Sports,1279.969734,8,358.3037127,South,April,0.280
2023-04-07,Books,1255.1943,12,406.3390473,West,April,0.324
2023-05-07,Electronics,952.9773773,17,262.4503767,South,May,0.275
2023-05-07,Clothing,1346.765525,18,521.9381049,North,May,0.388
2023-05-07,Home Goods,873.7183343,6,227.1452907,East,May,0.260
2023-05-07,Sports,1051.551802,1,271.9495149,West,May,0.259
2023-05-07,Books,1165.975366,14,193.1026417,West,May,0.166
2023-06-07,Electronics,1184.207694,6,397.9085905,South,June,0.336
2023-06-07,Clothing,1158.517844,5,375.7670841,North,June,0.324
2023-06-07,Home Goods,861.9771238,6,193.5761781,West,June,0.225
2023-06-07,Sports,980.0837147,3,340.3811802,West,June,0.347
2023-06-07,Books,1028.60326,6,235.2369158,South,June,0.229
2023-07-07,Electronics,920.9655352,8,295.5089816,East,July,0.321
2023-07-07,Clothing,859.255291,6,110.3931509,West,July,0.128
2023-07-07,Home Goods,1193.388474,12,236.281102,East,July,0.198
2023-07-07,Sports,1180.739829,3,471.4558224,East,July,0.399
2023-07-07,Books,1312.555643,15,250.9725592,North,July,0.191
2023-08-07,Electronics,1364.439117,11,142.0511631,West,August,0.104
2023-08-07,Clothing,820.7294093,16,158.9415632,South,August,0.194
2023-08-07,Home Goods,1400.470974,15,355.0063891,South,August,0.253
2023-08-07,Sports,1188.924964,3,453.6035542,North,August,0.382
2023-08-07,Books,1074.792579,4,426.9116396,East,August,0.397
2023-09-07,Electronics,1313.526542,19,305.6420501,South,September,0.233
2023-09-07,Clothing,1070.124153,16,298.624098,West,September,0.279
2023-09-07,Home Goods,678.4075251,11,256.9413252,East,September,0.379
2023-09-07,Sports,1455.084037,5,580.1264839,West,September,0.399
2023-09-07,Books,1405.340774,18,414.368492,North,September,0.295
2023-10-07,Electronics,1210.554786,14,140.4296805,East,October,0.116
2023-10-07,Clothing,981.4141762,18,204.849989,South,October,0.209
2023-10-07,Home Goods,1167.487502,12,291.9977703,North,October,0.250
2023-10-07,Sports,951.8886998,9,115.1216063,South,October,0.121
2023-10-07,Books,1121.230497,4,251.321842,West,October,0.224
2023-11-07,Electronics,693.4077669,12,78.14891618,South,November,0.113
2023-11-07,Clothing,1285.779518,14,151.9553166,South,November,0.118
2023-11-07,Home Goods,1142.107941,16,122.7650303,East,November,0.107
2023-11-07,Sports,1253.955428,6,327.007153,West,November,0.261
2023-11-07,Books,1149.929932,13,168.0131723,North,November,0.146
2023-12-07,Electronics,1133.385812,11,314.9135759,West,December,0.278
2023-12-07,Clothing,1312.272805,11,151.6945443,West,December,0.116
2023-12-07,Home Goods,1061.993931,16,326.2487108,East,December,0.307
2023-12-07,Sports,1221.54725,7,305.96425,East,December,0.250
2023-12-07,Books,950.0592615,9,379.236457,West,December,0.399
2023-07-13,Electronics,1063.563604,5,392.6780625,East,July,0.369
2023-07-13,Clothing,1487.629558,15,526.9427555,South,July,0.354
2023-07-13,Home Goods,1422.257937,14,285.2817808,East,July,0.201
2023-07-13,Sports,395.4382035,17,140.6827665,South,July,0.356
2023-07-13,Books,624.5758383,19,165.8643214,South,July,0.266
2023-07-14,Electronics,946.9677511,6,362.4187971,West,July,0.383
2023-07-14,Clothing,535.4145103,15,77.19749316,East,July,0.144
2023-07-14,Home Goods,876.583051,8,145.4356797,West,July,0.166
2023-07-14,Sports,854.7851091,10,151.2447526,North,July,0.177
2023-07-14,Books,593.7159837,4,96.86599879,South,July,0.163
2023-07-15,Electronics,699.0663952,4,100.7190934,West,July,0.144
2023-07-15,Clothing,853.3450472,11,229.5690259,West,July,0.269
2023-07-15,Home Goods,916.4701352,5,223.2052336,South,July,0.244
2023-07-15,Sports,650.2985229,3,65.64261026,West,July,0.101
2023-07-15,Books,1005.412495,17,233.7824821,East,July,0.233
2023-07-16,Electronics,1274.617083,10,235.2633567,South,July,0.185
2023-07-16,Clothing,835.1379176,9,131.298543,North,July,0.157
2023-07-16,Home Goods,1549.767113,8,463.7841027,South,July,0.299
2023-07-16,Sports,1244.245529,15,141.2074747,East,July,0.113
2023-07-16,Books,916.3349818,18,221.0751673,North,July,0.241
2023-07-17,Electronics,1253.547391,12,307.0617724,East,July,0.245
2023-07-17,Clothing,759.5623088,16,168.654309,East,July,0.222
2023-07-17,Home Goods,1099.243278,7,259.6379352,North,July,0.236
2023-07-17,Sports,1277.619427,13,492.4372607,North,July,0.385
2023-07-17,Books,1009.53447,6,272.8955362,North,July,0.270
2023-07-18,Electronics,1329.287489,4,519.8452605,West,July,0.391
2023-07-18,Clothing,1011.490176,13,301.9299975,South,July,0.299
2023-07-18,Home Goods,1069.778472,3,165.6566235,South,July,0.155
2023-07-18,Sports,934.0748512,16,173.4691613,North,July,0.186
2023-07-18,Books,1468.28494,6,311.8115575,East,July,0.212
2023-07-19,Electronics,1610.50981,10,338.5568929,East,July,0.210
2023-07-19,Clothing,1371.471382,5,209.2000507,North,July,0.153
2023-07-19,Home Goods,736.9022216,9,129.5428485,North,July,0.176
2023-07-19,Sports,891.8056264,4,89.35537191,East,July,0.100
2023-07-19,Books,1161.675756,10,392.3890291,West,July,0.338
2023-07-20,Electronics,604.2034259,4,143.4965484,East,July,0.237
2023-07-20,Clothing,817.6154658,13,104.763488,South,July,0.128
2023-07-20,Home Goods,1042.627674,15,388.4104684,East,July,0.373
2023-07-20,Sports,1172.410378,5,281.2493192,North,July,0.240
2023-07-20,Books,1259.358973,18,319.7218364,South,July,0.254
2023-07-21,Electronics,1455.665974,7,553.9560535,South,July,0.381
2023-07-21,Clothing,1351.498694,13,408.5849439,South,July,0.302
2023-07-21,Home Goods,890.3992141,16,179.970576,West,July,0.202
2023-07-21,Sports,1210.397501,10,401.9316419,North,July,0.332
2023-07-21,Books,661.8707644,1,235.55623,North,July,0.356
2023-07-22,Electronics,913.7657442,3,297.9974866,West,July,0.326
2023-07-22,Clothing,1086.198671,9,218.1109934,West,July,0.201
2023-07-22,Home Goods,829.0501215,8,152.806311,South,July,0.184
2023-07-22,Sports,1098.852621,12,235.0725489,West,July,0.214
2023-07-22,Books,1573.722823,1,269.2324966,North,July,0.171
2023-07-23,Electronics,1259.246264,8,476.9312306,South,July,0.379
2023-07-23,Clothing,569.6603974,13,198.2746127,South,July,0.348
2023-07-23,Home Goods,682.8001548,8,227.0810431,East,July,0.333
2023-07-23,Sports,497.9545601,19,93.68157165,West,July,0.188
2023-07-23,Books,802.994563,19,233.7745306,East,July,0.291
2023-07-24,Electronics,1473.435417,6,278.0319036,South,July,0.189
2023-07-24,Clothing,1295.634906,5,473.4982437,West,July,0.365
2023-07-24,Home Goods,1203.14406,4,468.0327801,West,July,0.389
2023-07-24,Sports,926.4098376,17,288.9230016,East,July,0.312
2023-07-24,Books,1416.989221,3,202.1711645,West,July,0.143
2023-07-25,Electronics,908.8720655,1,115.1512863,West,July,0.127
2023-07-25,Clothing,859.4698455,4,137.1261125,East,July,0.160
2023-07-25,Home Goods,653.5915772,9,112.4156658,West,July,0.172
2023-07-25,Sports,671.3797291,14,157.5282705,East,July,0.235
2023-07-25,Books,1089.517554,2,170.8559914,West,July,0.157
2023-07-26,Electronics,1622.691263,8,443.5907841,East,July,0.273
2023-07-26,Clothing,888.3182547,5,119.4246873,East,July,0.134
2023-07-26,Home Goods,1190.633808,15,262.79893,East,July,0.221
2023-07-26,Sports,664.7745479,18,245.0816711,East,July,0.369
2023-07-26,Books,686.9995471,16,124.6835165,North,July,0.181
2023-07-27,Electronics,681.1100032,2,105.8375044,South,July,0.155
2023-07-27,Clothing,1305.571991,1,176.352827,North,July,0.135
2023-07-27,Home Goods,1087.343292,15,418.5944391,South,July,0.385
2023-07-27,Sports,589.5054884,5,121.7561655,East,July,0.207
2023-07-27,Books,1596.1828,16,263.9649196,East,July,0.165
2023-07-28,Electronics,1163.043814,3,314.0004037,East,July,0.270
2023-07-28,Clothing,1059.94313,3,236.6398586,South,July,0.223
2023-07-28,Home Goods,1140.01487,5,147.7700522,North,July,0.130
2023-07-28,Sports,1151.910093,5,156.2136709,North,July,0.136
2023-07-28,Books,572.6249081,16,191.8579893,West,July,0.335
2023-07-29,Electronics,1132.835658,19,337.1492146,West,July,0.298
2023-07-29,Clothing,1130.449366,13,305.664792,East,July,0.270
2023-07-29,Home Goods,903.1746922,9,98.92792606,South,July,0.110
2023-07-29,Sports,427.6577326,12,109.940516,South,July,0.257
2023-07-29,Books,741.8844968,8,294.401676,North,July,0.397
2023-07-30,Electronics,1145.810887,10,397.6716208,North,July,0.347
2023-07-30,Clothing,535.8088033,6,197.5876696,West,July,0.369
2023-07-30,Home Goods,1346.069029,17,359.6604543,North,July,0.267
2023-07-30,Sports,844.4176063,17,295.864749,West,July,0.350
2023-07-30,Books,1370.14517,14,212.1008224,West,July,0.155
2023-07-31,Electronics,980.599741,15,340.3535039,East,July,0.347
2023-07-31,Clothing,785.6456403,3,82.5139193,North,July,0.105
2023-07-31,Home Goods,1269.092332,17,287.1046775,South,July,0.226
2023-07-31,Sports,991.9504469,6,147.1713665,West,July,0.148
2023-07-31,Books,845.8484149,18,331.0187782,North,July,0.391
2023-01-08,Electronics,783.875543,15,222.4942548,East,January,0.284
2023-01-08,Clothing,771.3152476,15,230.2633014,North,January,0.299
2023-01-08,Home Goods,632.80538,3,139.8261492,West,January,0.221
2023-01-08,Sports,1202.709085,12,414.214574,North,January,0.344
2023-01-08,Books,1273.745017,18,167.8315673,West,January,0.132
2023-02-08,Electronics,957.612081,4,214.4589063,South,February,0.224
2023-02-08,Clothing,471.5899668,15,103.0790949,West,February,0.219
2023-02-08,Home Goods,1089.972232,8,160.2736715,West,February,0.147
2023-02-08,Sports,1029.720723,2,275.0509203,South,February,0.267
2023-02-08,Books,544.8081353,8,136.5987556,East,February,0.251
2023-03-08,Electronics,736.9208648,2,269.6058378,West,March,0.366
2023-03-08,Clothing,665.5648286,12,249.5376676,South,March,0.375
2023-03-08,Home Goods,655.1112403,10,127.3849059,South,March,0.194
2023-03-08,Sports,704.8201351,5,235.6137303,East,March,0.334
2023-03-08,Books,1232.546648,13,366.5797042,South,March,0.297
2023-04-08,Electronics,1165.912026,6,446.4888631,North,April,0.383
2023-04-08,Clothing,409.8790889,6,71.87261806,South,April,0.175
2023-04-08,Home Goods,664.8440615,15,163.0238671,West,April,0.245
2023-04-08,Sports,1149.823321,6,227.1629574,East,April,0.198
2023-04-08,Books,915.8269966,3,319.2082395,East,April,0.349
2023-05-08,Electronics,1452.290068,5,518.6962857,West,May,0.357
2023-05-08,Clothing,792.3543364,6,183.9625373,North,May,0.232
2023-05-08,Home Goods,1404.000917,11,331.7948254,South,May,0.236
2023-05-08,Sports,857.6963674,3,342.466878,West,May,0.399
2023-05-08,Books,1384.709042,17,264.9609732,North,May,0.191
2023-06-08,Electronics,1326.321953,10,380.4236483,East,June,0.287
2023-06-08,Clothing,968.5860224,2,146.5285853,West,June,0.151
2023-06-08,Home Goods,188.9559611,15,61.823536,South,June,0.327
2023-06-08,Sports,1282.853852,9,148.4484978,East,June,0.116
2023-06-08,Books,1333.104694,16,198.5069331,East,June,0.149
2023-07-08,Electronics,1190.871213,13,227.9097743,North,July,0.191
2023-07-08,Clothing,846.7914191,2,320.0356202,South,July,0.378
2023-07-08,Home Goods,952.5208356,3,103.4396938,South,July,0.109
2023-07-08,Sports,992.2536445,16,102.5898594,West,July,0.103
2023-07-08,Books,670.2811538,10,185.336537,North,July,0.277
2023-08-08,Electronics,756.3745204,4,296.6047982,South,August,0.392
2023-08-08,Clothing,1017.332309,15,184.5925067,East,August,0.181
2023-08-08,Home Goods,785.2989959,15,199.4305477,East,August,0.254
2023-08-08,Sports,970.2717099,11,331.5366442,North,August,0.342
2023-08-08,Books,819.1538033,17,137.4734396,North,August,0.168
2023-09-08,Electronics,567.4466722,16,113.2620654,East,September,0.200
2023-09-08,Clothing,1257.19923,13,454.0879965,North,September,0.361
2023-09-08,Home Goods,420.3498512,4,129.5273039,West,September,0.308
2023-09-08,Sports,797.3556469,19,131.4641386,North,September,0.165
2023-09-08,Books,1182.532621,6,241.1983736,South,September,0.204
2023-10-08,Electronics,1214.295681,16,183.8303863,South,October,0.151
2023-10-08,Clothing,971.012899,2,153.4497538,South,October,0.158
2023-10-08,Home Goods,875.2099216,4,320.1743983,West,October,0.366
2023-10-08,Sports,778.9594884,19,174.0126883,South,October,0.223
2023-10-08,Books,889.9805356,15,300.0624137,West,October,0.337
2023-11-08,Electronics,1293.526634,18,146.9296117,East,November,0.114
2023-11-08,Clothing,1156.642764,11,240.7463447,South,November,0.208
2023-11-08,Home Goods,983.505657,7,132.9542723,South,November,0.135
2023-11-08,Sports,860.2533763,3,235.1434774,North,November,0.273
2023-11-08,Books,889.9517002,10,203.127859,West,November,0.228
2023-12-08,Electronics,1449.332962,17,362.6423511,West,December,0.250
2023-12-08,Clothing,1278.413521,4,359.1800583,East,December,0.281
2023-12-08,Home Goods,1162.848505,18,204.748824,North,December,0.176
2023-12-08,Sports,714.3050858,10,241.0344383,South,December,0.337
2023-12-08,Books,796.9014585,4,104.2767694,South,December,0.131
2023-08-13,Electronics,843.8853639,11,298.7912565,West,August,0.354
2023-08-13,Clothing,918.5632794,3,278.2742674,North,August,0.303
2023-08-13,Home Goods,698.1191937,10,214.8156684,West,August,0.308
2023-08-13,Sports,896.8071786,1,257.9208935,North,August,0.288
2023-08-13,Books,624.3476658,16,102.2058329,North,August,0.164
2023-08-14,Electronics,1229.742847,18,139.5746405,North,August,0.113
2023-08-14,Clothing,521.701452,9,125.0002314,North,August,0.240
2023-08-14,Home Goods,1508.069941,10,187.7239671,South,August,0.124
2023-08-14,Sports,981.367201,2,223.6727287,West,August,0.228
2023-08-14,Books,1368.651789,4,208.5745339,East,August,0.152
2023-08-15,Electronics,1350.066363,2,155.4264333,West,August,0.115
2023-08-15,Clothing,1152.860889,5,314.8052212,North,August,0.273
2023-08-15,Home Goods,982.8728663,14,124.7885423,South,August,0.127
2023-08-15,Sports,940.6847973,14,319.8910635,South,August,0.340
2023-08-15,Books,679.7095448,4,270.1410905,South,August,0.397
2023-08-16,Electronics,916.1295087,14,307.2981498,North,August,0.335
2023-08-16,Clothing,1033.38303,1,362.9853485,West,August,0.351
2023-08-16,Home Goods,1045.73043,18,286.9051651,East,August,0.274
2023-08-16,Sports,1195.793922,8,165.4170382,East,August,0.138
2023-08-16,Books,658.693763,14,209.881844,West,August,0.319
2023-08-17,Electronics,974.9819137,5,127.7521087,West,August,0.131
2023-08-17,Clothing,43.65655719,8,8.140877158,South,August,0.186
2023-08-17,Home Goods,725.1177698,19,104.7543117,South,August,0.144
2023-08-17,Sports,1406.63284,8,518.0928597,West,August,0.368
2023-08-17,Books,1182.522326,6,406.4062414,East,August,0.344
2023-08-18,Electronics,1829.793884,2,516.2591156,West,August,0.282
2023-08-18,Clothing,837.924099,1,162.9557361,East,August,0.194
2023-08-18,Home Goods,596.2504646,11,208.0418398,South,August,0.349
2023-08-18,Sports,1425.559404,16,568.3287227,South,August,0.399
2023-08-18,Books,253.657403,3,87.19274015,South,August,0.344
2023-08-19,Electronics,403.7979469,2,121.8469103,South,August,0.302
2023-08-19,Clothing,922.7619445,8,179.5434806,East,August,0.195
2023-08-19,Home Goods,1404.444355,5,384.1825967,West,August,0.274
2023-08-19,Sports,770.5164277,13,136.3991673,East,August,0.177
2023-08-19,Books,999.9642554,6,127.745565,East,August,0.128
2023-08-20,Electronics,1325.002131,13,400.297083,North,August,0.302
2023-08-20,Clothing,862.1353177,13,306.047519,East,August,0.355
2023-08-20,Home Goods,478.5665081,8,65.88182818,South,August,0.138
2023-08-20,Sports,458.0236083,11,83.98025408,North,August,0.183
2023-08-20,Books,1058.652745,19,370.2374954,East,August,0.350
2023-08-21,Electronics,1354.147263,14,154.9519475,South,August,0.114
2023-08-21,Clothing,1683.520596,11,189.3517702,East,August,0.112
2023-08-21,Home Goods,797.822696,6,236.0636866,West,August,0.296
2023-08-21,Sports,542.4167396,1,213.2291749,West,August,0.393
2023-08-21,Books,1476.951693,7,431.697706,North,August,0.292
2023-08-22,Electronics,1172.221366,4,184.0162958,South,August,0.157
2023-08-22,Clothing,790.2045377,19,295.0637628,South,August,0.373
2023-08-22,Home Goods,1348.737486,16,157.8891706,North,August,0.117
2023-08-22,Sports,845.5122222,4,184.9821514,North,August,0.219
2023-08-22,Books,1261.322719,7,297.9939235,East,August,0.236
2023-08-23,Electronics,1245.438186,13,169.5467336,West,August,0.136
2023-08-23,Clothing,367.9448826,11,143.7915884,South,August,0.391
2023-08-23,Home Goods,957.6332393,1,241.1124146,South,August,0.252
2023-08-23,Sports,1402.084771,3,417.0230064,North,August,0.297
2023-08-23,Books,1092.425698,6,236.1631256,East,August,0.216
2023-08-24,Electronics,990.8843531,6,234.4580424,North,August,0.237
2023-08-24,Clothing,1051.758035,18,167.536395,South,August,0.159
2023-08-24,Home Goods,1153.258897,10,206.1348509,West,August,0.179
2023-08-24,Sports,460.9785961,1,63.63680757,North,August,0.138
2023-08-24,Books,1447.113841,2,161.2459479,West,August,0.111
2023-08-25,Electronics,1649.51682,9,213.7415344,West,August,0.130
2023-08-25,Clothing,1357.164578,19,256.0160382,West,August,0.189
2023-08-25,Home Goods,1037.175228,14,149.8802228,West,August,0.145
2023-08-25,Sports,762.4871948,16,203.9696666,East,August,0.268
2023-08-25,Books,1591.762653,17,409.2406258,South,August,0.257
2023-08-26,Electronics,584.2036173,16,161.2327062,West,August,0.276
2023-08-26,Clothing,812.9271726,2,234.9586645,South,August,0.289
2023-08-26,Home Goods,697.4013057,4,233.6579388,North,August,0.335
2023-08-26,Sports,1178.73634,13,257.2483785,West,August,0.218
2023-08-26,Books,694.7784936,8,236.575751,East,August,0.341
2023-08-27,Electronics,1790.061382,5,184.6414167,South,August,0.103
2023-08-27,Clothing,1159.523465,1,167.8320327,West,August,0.145
2023-08-27,Home Goods,823.0272106,15,233.0099073,East,August,0.283
2023-08-27,Sports,1253.284968,12,145.8442986,East,August,0.116
2023-08-27,Books,946.7738685,6,156.1228531,North,August,0.165
2023-08-28,Electronics,593.3411501,12,67.94279099,South,August,0.115
2023-08-28,Clothing,587.8001358,4,121.0461914,North,August,0.206
2023-08-28,Home Goods,919.2991672,2,319.7135818,South,August,0.348
2023-08-28,Sports,269.7470842,16,97.07866604,East,August,0.360
2023-08-28,Books,546.9309264,19,157.3494224,North,August,0.288
2023-08-29,Electronics,1149.726939,10,302.262568,South,August,0.263
2023-08-29,Clothing,1169.037986,15,336.2141417,East,August,0.288
2023-08-29,Home Goods,883.6900251,15,246.9054101,West,August,0.279
2023-08-29,Sports,875.9153003,15,312.2127682,North,August,0.356
2023-08-29,Books,287.0701431,15,72.25814529,North,August,0.252
2023-08-30,Electronics,898.392598,3,109.0169804,East,August,0.121
2023-08-30,Clothing,1060.071872,9,283.4230447,North,August,0.267
2023-08-30,Home Goods,1002.483782,7,129.7237126,South,August,0.129
2023-08-30,Sports,205.270137,10,78.78088595,South,August,0.384
2023-08-30,Books,1405.450871,8,265.6073685,North,August,0.189
2023-08-31,Electronics,1193.550738,14,207.3844927,North,August,0.174
2023-08-31,Clothing,1223.497426,11,375.8803031,North,August,0.307
2023-08-31,Home Goods,1293.344665,18,390.2239996,East,August,0.302
2023-08-31,Sports,368.3059174,19,73.4195552,West,August,0.199
2023-08-31,Books,207.7306962,1,22.15770784,North,August,0.107
2023-01-09,Electronics,902.9686397,2,101.5193435,South,January,0.112
2023-01-09,Clothing,1459.05856,16,196.1355224,North,January,0.134
2023-01-09,Home Goods,1199.478149,13,180.9427512,West,January,0.151
2023-01-09,Sports,1148.859756,2,317.4404116,North,January,0.276
2023-01-09,Books,839.4049862,18,167.5418285,West,January,0.200
2023-02-09,Electronics,945.0548587,11,333.723927,East,February,0.353
2023-02-09,Clothing,892.9980597,14,346.9161209,North,February,0.388
2023-02-09,Home Goods,849.4647422,19,273.4468368,South,February,0.322
2023-02-09,Sports,588.2603356,19,117.803729,East,February,0.200
2023-02-09,Books,1281.494715,1,448.2457476,East,February,0.350
2023-03-09,Electronics,723.6264666,17,280.1585636,East,March,0.387
2023-03-09,Clothing,924.94365,16,280.0067,South,March,0.303
2023-03-09,Home Goods,679.011953,16,196.8053563,East,March,0.290
2023-03-09,Sports,699.681336,12,223.2347548,South,March,0.319
2023-03-09,Books,914.8945919,8,126.503438,North,March,0.138
2023-04-09,Electronics,825.46539,11,256.0739387,West,April,0.310
2023-04-09,Clothing,647.8360107,13,180.1853438,East,April,0.278
2023-04-09,Home Goods,1222.993639,7,325.3671024,North,April,0.266
2023-04-09,Sports,633.5514811,12,103.2892651,East,April,0.163
2023-04-09,Books,838.983067,7,280.2738669,West,April,0.334
2023-05-09,Electronics,1214.833209,6,241.9562659,North,May,0.199
2023-05-09,Clothing,1412.948935,8,399.9102951,North,May,0.283
2023-05-09,Home Goods,1093.939642,17,153.1019263,North,May,0.140
2023-05-09,Sports,721.4884991,18,162.0854352,East,May,0.225
2023-05-09,Books,1170.327123,6,149.0910628,East,May,0.127
2023-06-09,Electronics,1192.162881,3,140.9977953,East,June,0.118
2023-06-09,Clothing,1036.92346,18,325.9301687,West,June,0.314
2023-06-09,Home Goods,1173.825695,1,186.5071582,North,June,0.159
2023-06-09,Sports,246.7494996,17,88.45956369,East,June,0.358
2023-06-09,Books,487.5444792,19,166.9929865,North,June,0.343
2023-07-09,Electronics,1245.45184,16,235.0469878,North,July,0.189
2023-07-09,Clothing,618.9816734,2,95.54078396,West,July,0.154
2023-07-09,Home Goods,1086.086756,18,208.4468041,North,July,0.192
2023-07-09,Sports,1480.584252,6,421.4131197,West,July,0.285
2023-07-09,Books,1504.148689,11,190.0288374,South,July,0.126
2023-08-09,Electronics,1224.310635,18,226.4794958,West,August,0.185
2023-08-09,Clothing,1284.612075,9,361.5564179,West,August,0.281
2023-08-09,Home Goods,1401.076131,9,263.4869906,North,August,0.188
2023-08-09,Sports,1354.769718,16,270.729405,North,August,0.200
2023-08-09,Books,967.7935628,15,289.2813942,South,August,0.299
2023-09-09,Electronics,1299.82571,13,137.3702877,North,September,0.106
2023-09-09,Clothing,707.9863486,8,206.4110379,East,September,0.292
2023-09-09,Home Goods,1302.140001,14,152.526363,South,September,0.117
2023-09-09,Sports,752.8193539,10,269.3087229,West,September,0.358
2023-09-09,Books,784.2671646,13,237.2156901,South,September,0.302
2023-10-09,Electronics,1603.610239,7,630.1680008,East,October,0.393
2023-10-09,Clothing,1040.851865,14,220.8522582,North,October,0.212
